price_date,city_code,region_code,P91,P95,P98,DSL
2024-12-27,KAI2,CAN,2.697,2.841,3.001,1.952
2024-12-27,KKE,NTL,2.718,2.851,3.047,2.001
2024-12-27,LHT,WGN,2.582,2.735,2.908,1.855
2024-12-27,LVN,MWT,2.637,2.809,2.97,1.925
2024-12-27,MAS,WGN,2.641,2.801,2.992,1.922
2024-12-27,MET,CAN,2.713,2.864,3.021,1.97
2024-12-27,MOT,TAS,2.704,2.872,3.054,1.989
2024-12-27,NEL,NSN,2.663,2.835,3.009,1.922
2024-12-27,NPL,TKI,2.613,2.779,2.955,1.9
2024-12-27,NPR,HKB,2.639,2.816,2.979,1.893
2024-12-27,OAM,OTA,2.664,2.826,2.981,1.936
2024-12-27,OHK,MWT,2.713,2.876,3.04,1.999
2024-12-27,PAR,WGN,2.6,2.764,2.952,1.892
2024-12-27,PIC,MBH,2.698,2.888,3.06,2.01
2024-12-27,PMR,MWT,2.587,2.743,2.927,1.856
2024-12-27,PRA,WGN,2.582,2.734,2.93,1.849
2024-12-27,PUK,AUK,2.536,2.741,2.893,1.861
2024-12-27,QNS,OTA,2.758,2.917,3.091,2.026
2024-12-27,RAN,CAN,2.626,2.768,2.94,1.895
2024-12-27,REN,MBH,2.724,2.911,3.09,2.029
2024-12-27,RFT,WTC,2.843,3.012,3.171,2.107
2024-12-27,RIC,TAS,2.677,2.842,3.007,1.949
2024-12-27,ROT,BOP,2.632,2.833,3.004,1.925
2024-12-27,STK,NSN,2.687,2.866,3.007,1.934
2024-12-27,STR,TKI,2.696,2.862,3.049,1.985
2024-12-27,TAK,TAS,2.784,2.921,3.099,2.034
2024-12-27,TAN,STL,2.752,2.91,3.087,2.027
2024-12-27,TEA,WKO,2.64,2.796,2.967,1.911
2024-12-27,TGA,BOP,2.589,2.792,2.95,1.879
2024-12-27,THA,WKO,2.641,2.811,2.977,1.938
2024-12-27,TIM,CAN,2.643,2.779,2.958,1.901
2024-12-27,TMR,MWT,2.681,2.866,3.009,1.965
2024-12-27,TOK,WKO,2.661,2.796,2.988,1.938
2024-12-27,TOL,GIS,2.854,3.013,3.175,2.104
2024-12-27,TPO,WKO,2.706,2.854,3.019,1.97
2024-12-27,TPU,BOP,2.642,2.858,3.013,1.955
2024-12-27,UHT,WGN,2.581,2.737,2.933,1.859
2024-12-27,WAI,HKB,2.734,2.894,3.062,1.983
2024-12-27,WAN,OTA,2.746,2.889,3.046,2.0
2024-12-27,WHA,MWT,2.617,2.795,2.969,1.9
2024-12-27,WHE,AUK,2.673,2.867,3.022,1.989
2024-12-27,WHG,NTL,2.648,2.798,2.975,1.937
2024-12-27,WHK,BOP,2.656,2.861,3.012,1.968
2024-12-27,WLG,WGN,2.578,2.74,2.906,1.835
2024-12-27,WPT,WTC,2.814,2.987,3.135,2.072
2025-01-03,AKC,AUK,2.571,2.742,2.891,1.836
2025-01-03,ALE,OTA,2.701,2.837,3.009,2.021
2025-01-03,AMK,AUK,2.561,2.725,2.881,1.827
2025-01-03,ANS,AUK,2.588,2.748,2.895,1.855
2025-01-03,ASH,CAN,2.666,2.783,2.954,1.926
2025-01-03,BLE,MBH,2.717,2.864,3.029,2.014
2025-01-03,BLU,STL,2.737,2.907,3.052,2.027
2025-01-03,CAM,WKO,2.652,2.808,2.975,1.911
2025-01-03,CHC,CAN,2.596,2.727,2.911,1.881
2025-01-03,CRO,OTA,2.699,2.817,3.008,1.992
2025-01-03,DAR,NTL,2.773,2.925,3.095,2.034
2025-01-03,DUN,OTA,2.617,2.773,2.922,1.945
2025-01-03,FLD,MWT,2.672,2.806,3.018,1.955
2025-01-03,GBI,AUK,2.968,3.147,3.309,2.271
2025-01-03,GOR,STL,2.678,2.867,3.014,1.988
2025-01-03,GRY,WTC,2.792,2.918,3.097,2.052
2025-01-03,GSB,GIS,2.737,2.904,3.075,2.019
2025-01-03,HAM,WKO,2.604,2.77,2.953,1.886
2025-01-03,HAW,TKI,2.69,2.871,3.035,2.01
2025-01-03,HOK,WTC,2.799,2.966,3.123,2.071
2025-01-03,HST,HKB,2.682,2.81,3.005,1.951
2025-01-03,HVN,HKB,2.697,2.842,3.017,1.979
2025-01-03,INV,STL,2.637,2.822,2.992,1.937
2025-01-03,KAI,NTL,2.787,2.953,3.104,2.03
2025-01-03,KAI2,CAN,2.709,2.839,3.044,1.99
2025-01-03,KKE,NTL,2.764,2.929,3.06,2.012
2025-01-03,LHT,WGN,2.594,2.758,2.902,1.883
2025-01-03,LVN,MWT,2.664,2.824,3.008,1.976
2025-01-03,MAS,WGN,2.674,2.836,3.006,1.954
2025-01-03,MET,CAN,2.719,2.846,3.036,2.015
2025-01-03,MOT,TAS,2.734,2.919,3.044,2.029
2025-01-03,NEL,NSN,2.676,2.844,3.043,1.971
2025-01-03,NPL,TKI,2.623,2.795,2.962,1.958
2025-01-03,NPR,HKB,2.681,2.824,2.994,1.96
2025-01-03,OAM,OTA,2.67,2.826,2.981,1.996
2025-01-03,OHK,MWT,2.72,2.893,3.073,2.05
2025-01-03,PAR,WGN,2.633,2.792,2.948,1.908
2025-01-03,PIC,MBH,2.738,2.874,3.052,2.027
2025-01-03,PMR,MWT,2.6,2.779,2.951,1.904
2025-01-03,PRA,WGN,2.625,2.771,2.918,1.893
2025-01-03,PUK,AUK,2.595,2.792,2.947,1.871
2025-01-03,QNS,OTA,2.761,2.913,3.07,2.076
2025-01-03,RAN,CAN,2.64,2.761,2.946,1.939
2025-01-03,REN,MBH,2.775,2.897,3.075,2.041
2025-01-03,RFT,WTC,2.862,3.004,3.174,2.126
2025-01-03,RIC,TAS,2.711,2.871,3.011,1.985
2025-01-03,ROT,BOP,2.693,2.859,3.015,1.965
2025-01-03,STK,NSN,2.7,2.849,3.021,1.991
2025-01-03,STR,TKI,2.706,2.869,3.033,2.025
2025-01-03,TAK,TAS,2.792,2.96,3.1,2.087
2025-01-03,TAN,STL,2.775,2.927,3.084,2.077
2025-01-03,TEA,WKO,2.647,2.82,2.996,1.941
2025-01-03,TGA,BOP,2.641,2.794,2.957,1.928
2025-01-03,THA,WKO,2.668,2.829,2.995,1.94
2025-01-03,TIM,CAN,2.656,2.788,2.985,1.94
2025-01-03,TMR,MWT,2.734,2.889,3.061,1.995
2025-01-03,TOK,WKO,2.675,2.846,3.014,1.961
2025-01-03,TOL,GIS,2.871,3.042,3.182,2.128
2025-01-03,TPO,WKO,2.712,2.856,3.038,1.996
2025-01-03,TPU,BOP,2.684,2.869,3.031,1.972
2025-01-03,UHT,WGN,2.602,2.774,2.925,1.887
2025-01-03,WAI,HKB,2.753,2.907,3.094,2.022
2025-01-03,WAN,OTA,2.748,2.885,3.051,2.061
2025-01-03,WHA,MWT,2.651,2.838,3.01,1.953
2025-01-03,WHE,AUK,2.759,2.916,3.093,2.007
2025-01-03,WHG,NTL,2.686,2.847,2.982,1.943
2025-01-03,WHK,BOP,2.698,2.878,3.028,1.985
2025-01-03,WLG,WGN,2.61,2.766,2.909,1.871
2025-01-03,WPT,WTC,2.83,2.97,3.135,2.095
2025-01-10,AKC,AUK,2.566,2.708,2.924,1.846
2025-01-10,ALE,OTA,2.699,2.823,3.042,2.016
2025-01-10,AMK,AUK,2.556,2.68,2.917,1.829
2025-01-10,ANS,AUK,2.564,2.714,2.927,1.854
2025-01-10,ASH,CAN,2.645,2.817,2.984,1.922
2025-01-10,BLE,MBH,2.739,2.876,3.043,2.017
2025-01-10,BLU,STL,2.746,2.889,3.067,2.039
2025-01-10,CAM,WKO,2.662,2.817,2.989,1.912
2025-01-10,CHC,CAN,2.592,2.788,2.931,1.865
2025-01-10,CRO,OTA,2.702,2.822,3.041,2.009
2025-01-10,DAR,NTL,2.766,2.914,3.099,2.059
2025-01-10,DUN,OTA,2.631,2.764,2.96,1.943
2025-01-10,FLD,MWT,2.683,2.837,3.001,1.976
2025-01-10,GBI,AUK,2.983,3.109,3.332,2.236
2025-01-10,GOR,STL,2.724,2.86,3.025,1.997
2025-01-10,GRY,WTC,2.761,2.949,3.09,2.062
2025-01-10,GSB,GIS,2.755,2.909,3.085,2.038
2025-01-10,HAM,WKO,2.621,2.758,2.933,1.869
2025-01-10,HAW,TKI,2.731,2.863,3.034,1.97
2025-01-10,HOK,WTC,2.792,2.965,3.127,2.079
2025-01-10,HST,HKB,2.69,2.822,3.033,1.956
2025-01-10,HVN,HKB,2.709,2.855,3.064,1.953
2025-01-10,INV,STL,2.683,2.831,2.983,1.974
2025-01-10,KAI,NTL,2.799,2.936,3.124,2.066
2025-01-10,KAI2,CAN,2.699,2.883,3.027,1.987
2025-01-10,KKE,NTL,2.764,2.911,3.094,2.054
2025-01-10,LHT,WGN,2.611,2.782,2.947,1.898
2025-01-10,LVN,MWT,2.66,2.838,2.992,1.977
2025-01-10,MAS,WGN,2.687,2.833,2.993,1.97
2025-01-10,MET,CAN,2.7,2.911,3.061,2.003
2025-01-10,MOT,TAS,2.747,2.904,3.082,2.029
2025-01-10,NEL,NSN,2.71,2.825,2.996,1.966
2025-01-10,NPL,TKI,2.672,2.82,2.983,1.924
2025-01-10,NPR,HKB,2.679,2.824,3.012,1.925
2025-01-10,OAM,OTA,2.685,2.812,3.023,1.999
2025-01-10,OHK,MWT,2.745,2.911,3.085,2.039
2025-01-10,PAR,WGN,2.636,2.797,2.948,1.907
2025-01-10,PIC,MBH,2.758,2.909,3.06,2.031
2025-01-10,PMR,MWT,2.628,2.794,2.928,1.899
2025-01-10,PRA,WGN,2.63,2.787,2.938,1.898
2025-01-10,PUK,AUK,2.612,2.741,2.966,1.895
2025-01-10,QNS,OTA,2.763,2.892,3.106,2.067
2025-01-10,RAN,CAN,2.621,2.819,2.961,1.922
2025-01-10,REN,MBH,2.75,2.93,3.09,2.047
2025-01-10,RFT,WTC,2.853,3.018,3.181,2.141
2025-01-10,RIC,TAS,2.697,2.875,3.053,1.973
2025-01-10,ROT,BOP,2.689,2.836,2.997,1.98
2025-01-10,STK,NSN,2.725,2.855,3.019,1.975
2025-01-10,STR,TKI,2.752,2.902,3.05,2.008
2025-01-10,TAK,TAS,2.797,2.955,3.15,2.064
2025-01-10,TAN,STL,2.819,2.95,3.121,2.083
2025-01-10,TEA,WKO,2.687,2.82,3.001,1.933
2025-01-10,TGA,BOP,2.609,2.787,2.96,1.949
2025-01-10,THA,WKO,2.668,2.834,3.011,1.954
2025-01-10,TIM,CAN,2.637,2.809,2.983,1.93
2025-01-10,TMR,MWT,2.723,2.875,3.071,2.011
2025-01-10,TOK,WKO,2.707,2.86,3.016,1.969
2025-01-10,TOL,GIS,2.855,3.018,3.213,2.172
2025-01-10,TPO,WKO,2.711,2.881,3.053,1.983
2025-01-10,TPU,BOP,2.671,2.839,3.014,1.982
2025-01-10,UHT,WGN,2.615,2.785,2.94,1.9
2025-01-10,WAI,HKB,2.757,2.918,3.104,2.031
2025-01-10,WAN,OTA,2.756,2.875,3.086,2.056
2025-01-10,WHA,MWT,2.659,2.846,2.981,1.944
2025-01-10,WHE,AUK,2.752,2.88,3.107,2.039
2025-01-10,WHG,NTL,2.689,2.855,3.028,1.964
2025-01-10,WHK,BOP,2.686,2.865,3.017,1.986
2025-01-10,WLG,WGN,2.606,2.748,2.917,1.862
2025-01-10,WPT,WTC,2.809,2.988,3.15,2.114
2025-01-17,AKC,AUK,2.608,2.741,2.925,1.856
2025-01-17,ALE,OTA,2.742,2.879,3.033,2.015
2025-01-17,AMK,AUK,2.607,2.745,2.914,1.841
2025-01-17,ANS,AUK,2.633,2.763,2.925,1.872
2025-01-17,ASH,CAN,2.674,2.832,3.017,1.993
2025-01-17,BLE,MBH,2.727,2.922,3.065,2.02
2025-01-17,BLU,STL,2.785,2.914,3.093,2.054
2025-01-17,CAM,WKO,2.674,2.82,3.017,1.979
2025-01-17,CHC,CAN,2.601,2.794,2.974,1.921
2025-01-17,CRO,OTA,2.727,2.858,3.029,2.01
2025-01-17,DAR,NTL,2.777,2.974,3.125,2.074
2025-01-17,DUN,OTA,2.651,2.79,2.952,1.951
2025-01-17,FLD,MWT,2.699,2.872,3.016,1.993
2025-01-17,GBI,AUK,2.999,3.161,3.328,2.278
2025-01-17,GOR,STL,2.757,2.886,3.061,2.009
2025-01-17,GRY,WTC,2.804,2.954,3.122,2.062
2025-01-17,GSB,GIS,2.782,2.939,3.121,2.078
2025-01-17,HAM,WKO,2.618,2.78,2.968,1.939
2025-01-17,HAW,TKI,2.778,2.9,3.074,2.042
2025-01-17,HOK,WTC,2.849,2.986,3.16,2.119
2025-01-17,HST,HKB,2.703,2.844,3.028,1.999
2025-01-17,HVN,HKB,2.729,2.87,3.033,2.015
2025-01-17,INV,STL,2.707,2.856,3.033,1.978
2025-01-17,KAI,NTL,2.796,2.965,3.154,2.114
2025-01-17,KAI2,CAN,2.718,2.908,3.074,2.06
2025-01-17,KKE,NTL,2.767,2.945,3.111,2.074
2025-01-17,LHT,WGN,2.639,2.792,2.962,1.899
2025-01-17,LVN,MWT,2.689,2.844,3.002,1.971
2025-01-17,MAS,WGN,2.701,2.861,3.025,1.985
2025-01-17,MET,CAN,2.746,2.91,3.102,2.048
2025-01-17,MOT,TAS,2.774,2.916,3.091,2.081
2025-01-17,NEL,NSN,2.716,2.886,3.043,1.998
2025-01-17,NPL,TKI,2.667,2.833,3.0,1.952
2025-01-17,NPR,HKB,2.69,2.831,3.011,1.987
2025-01-17,OAM,OTA,2.74,2.855,3.023,1.999
2025-01-17,OHK,MWT,2.761,2.946,3.068,2.051
2025-01-17,PAR,WGN,2.645,2.827,2.992,1.944
2025-01-17,PIC,MBH,2.776,2.949,3.092,2.04
2025-01-17,PMR,MWT,2.636,2.804,2.939,1.928
2025-01-17,PRA,WGN,2.645,2.782,2.974,1.91
2025-01-17,PUK,AUK,2.645,2.803,2.961,1.897
2025-01-17,QNS,OTA,2.824,2.944,3.102,2.098
2025-01-17,RAN,CAN,2.649,2.81,3.007,1.969
2025-01-17,REN,MBH,2.775,2.962,3.124,2.057
2025-01-17,RFT,WTC,2.887,3.055,3.202,2.148
2025-01-17,RIC,TAS,2.712,2.876,3.046,2.036
2025-01-17,ROT,BOP,2.721,2.87,3.043,2.007
2025-01-17,STK,NSN,2.727,2.889,3.052,2.017
2025-01-17,STR,TKI,2.75,2.921,3.11,2.045
2025-01-17,TAK,TAS,2.809,2.982,3.153,2.126
2025-01-17,TAN,STL,2.823,2.968,3.15,2.096
2025-01-17,TEA,WKO,2.697,2.859,3.015,1.984
2025-01-17,TGA,BOP,2.682,2.806,2.984,1.955
2025-01-17,THA,WKO,2.717,2.85,3.04,2.004
2025-01-17,TIM,CAN,2.673,2.842,3.028,1.983
2025-01-17,TMR,MWT,2.747,2.905,3.057,2.031
2025-01-17,TOK,WKO,2.721,2.87,3.043,2.003
2025-01-17,TOL,GIS,2.908,3.066,3.231,2.192
2025-01-17,TPO,WKO,2.736,2.904,3.068,2.05
2025-01-17,TPU,BOP,2.756,2.891,3.045,2.025
2025-01-17,UHT,WGN,2.645,2.788,2.988,1.914
2025-01-17,WAI,HKB,2.773,2.921,3.109,2.086
2025-01-17,WAN,OTA,2.782,2.909,3.095,2.066
2025-01-17,WHA,MWT,2.68,2.841,2.985,1.958
2025-01-17,WHE,AUK,2.79,2.92,3.108,2.028
2025-01-17,WHG,NTL,2.684,2.883,3.035,1.986
2025-01-17,WHK,BOP,2.752,2.887,3.043,2.016
2025-01-17,WLG,WGN,2.629,2.784,2.929,1.903
2025-01-17,WPT,WTC,2.86,3.012,3.178,2.135
2025-01-24,AKC,AUK,2.65,2.788,2.945,1.91
2025-01-24,ALE,OTA,2.763,2.919,3.075,2.045
2025-01-24,AMK,AUK,2.637,2.771,2.94,1.885
2025-01-24,ANS,AUK,2.649,2.787,2.948,1.922
2025-01-24,ASH,CAN,2.682,2.85,3.047,2.009
2025-01-24,BLE,MBH,2.753,2.933,3.08,2.054
2025-01-24,BLU,STL,2.786,2.916,3.118,2.08
2025-01-24,CAM,WKO,2.689,2.865,3.034,1.979
2025-01-24,CHC,CAN,2.648,2.796,2.991,1.972
2025-01-24,CRO,OTA,2.735,2.903,3.05,2.04
2025-01-24,DAR,NTL,2.804,2.97,3.14,2.098
2025-01-24,DUN,OTA,2.661,2.834,2.982,1.943
2025-01-24,FLD,MWT,2.729,2.88,3.038,2.023
2025-01-24,GBI,AUK,3.04,3.207,3.352,2.33
2025-01-24,GOR,STL,2.774,2.898,3.071,2.041
2025-01-24,GRY,WTC,2.834,2.991,3.141,2.147
2025-01-24,GSB,GIS,2.809,2.98,3.136,2.105
2025-01-24,HAM,WKO,2.629,2.829,2.991,1.933
2025-01-24,HAW,TKI,2.79,2.932,3.106,2.101
2025-01-24,HOK,WTC,2.856,2.983,3.178,2.176
2025-01-24,HST,HKB,2.73,2.887,3.044,2.008
2025-01-24,HVN,HKB,2.749,2.902,3.058,2.036
2025-01-24,INV,STL,2.742,2.85,3.025,2.022
2025-01-24,KAI,NTL,2.845,3.023,3.162,2.146
2025-01-24,KAI2,CAN,2.76,2.905,3.099,2.081
2025-01-24,KKE,NTL,2.807,2.972,3.134,2.104
2025-01-24,LHT,WGN,2.647,2.802,2.967,1.978
2025-01-24,LVN,MWT,2.717,2.871,3.063,1.995
2025-01-24,MAS,WGN,2.716,2.881,3.057,2.018
2025-01-24,MET,CAN,2.776,2.931,3.123,2.098
2025-01-24,MOT,TAS,2.809,2.915,3.109,2.104
2025-01-24,NEL,NSN,2.713,2.899,3.077,2.045
2025-01-24,NPL,TKI,2.7,2.859,3.027,1.996
2025-01-24,NPR,HKB,2.71,2.865,3.03,1.989
2025-01-24,OAM,OTA,2.734,2.893,3.049,2.002
2025-01-24,OHK,MWT,2.816,2.959,3.135,2.092
2025-01-24,PAR,WGN,2.649,2.84,3.006,1.963
2025-01-24,PIC,MBH,2.77,2.95,3.112,2.088
2025-01-24,PMR,MWT,2.668,2.806,2.988,1.949
2025-01-24,PRA,WGN,2.664,2.825,2.989,1.961
2025-01-24,PUK,AUK,2.672,2.813,2.978,1.961
2025-01-24,QNS,OTA,2.816,2.99,3.125,2.125
2025-01-24,RAN,CAN,2.695,2.838,3.046,1.987
2025-01-24,REN,MBH,2.789,2.982,3.123,2.098
2025-01-24,RFT,WTC,2.899,3.061,3.227,2.222
2025-01-24,RIC,TAS,2.77,2.895,3.085,2.053
2025-01-24,ROT,BOP,2.723,2.883,3.048,2.013
2025-01-24,STK,NSN,2.733,2.887,3.095,2.046
2025-01-24,STR,TKI,2.766,2.919,3.122,2.09
2025-01-24,TAK,TAS,2.866,2.991,3.181,2.153
2025-01-24,TAN,STL,2.843,2.983,3.155,2.123
2025-01-24,TEA,WKO,2.703,2.893,3.036,1.994
2025-01-24,TGA,BOP,2.69,2.843,2.983,1.982
2025-01-24,THA,WKO,2.725,2.897,3.048,1.99
2025-01-24,TIM,CAN,2.713,2.836,3.051,2.015
2025-01-24,TMR,MWT,2.783,2.92,3.113,2.062
2025-01-24,TOK,WKO,2.706,2.917,3.082,1.997
2025-01-24,TOL,GIS,2.934,3.091,3.239,2.238
2025-01-24,TPO,WKO,2.761,2.948,3.087,2.047
2025-01-24,TPU,BOP,2.745,2.906,3.063,2.029
2025-01-24,UHT,WGN,2.64,2.819,2.983,1.965
2025-01-24,WAI,HKB,2.802,2.963,3.115,2.1
2025-01-24,WAN,OTA,2.798,2.955,3.112,2.097
2025-01-24,WHA,MWT,2.706,2.864,3.038,1.988
2025-01-24,WHE,AUK,2.811,2.964,3.122,2.1
2025-01-24,WHG,NTL,2.722,2.892,3.057,2.038
2025-01-24,WHK,BOP,2.746,2.913,3.048,2.033
2025-01-24,WLG,WGN,2.627,2.791,2.953,1.952
2025-01-24,WPT,WTC,2.885,3.036,3.193,2.197
2025-01-31,AKC,AUK,2.631,2.749,2.934,1.906
2025-01-31,ALE,OTA,2.748,2.919,3.068,2.072
2025-01-31,AMK,AUK,2.603,2.765,2.927,1.91
2025-01-31,ANS,AUK,2.627,2.776,2.963,1.931
2025-01-31,ASH,CAN,2.714,2.855,3.051,2.003
2025-01-31,BLE,MBH,2.745,2.923,3.063,2.065
2025-01-31,BLU,STL,2.787,2.933,3.115,2.111
2025-01-31,CAM,WKO,2.692,2.868,3.021,2.018
2025-01-31,CHC,CAN,2.686,2.798,2.97,1.954
2025-01-31,CRO,OTA,2.726,2.895,3.056,2.062
2025-01-31,DAR,NTL,2.837,2.969,3.115,2.124
2025-01-31,DUN,OTA,2.661,2.846,3.001,2.0
2025-01-31,FLD,MWT,2.729,2.895,3.064,2.028
2025-01-31,GBI,AUK,3.037,3.178,3.348,2.333
2025-01-31,GOR,STL,2.757,2.881,3.057,2.053
2025-01-31,GRY,WTC,2.847,2.955,3.182,2.151
2025-01-31,GSB,GIS,2.785,2.94,3.129,2.072
2025-01-31,HAM,WKO,2.662,2.794,2.959,1.962
2025-01-31,HAW,TKI,2.779,2.92,3.093,2.105
2025-01-31,HOK,WTC,2.871,2.984,3.196,2.18
2025-01-31,HST,HKB,2.735,2.883,3.026,2.04
2025-01-31,HVN,HKB,2.766,2.885,3.052,2.04
2025-01-31,INV,STL,2.704,2.863,3.062,2.02
2025-01-31,KAI,NTL,2.859,2.997,3.149,2.131
2025-01-31,KAI2,CAN,2.787,2.917,3.096,2.053
2025-01-31,KKE,NTL,2.827,2.963,3.125,2.103
2025-01-31,LHT,WGN,2.662,2.847,2.978,1.939
2025-01-31,LVN,MWT,2.726,2.867,3.041,2.034
2025-01-31,MAS,WGN,2.72,2.886,3.048,2.018
2025-01-31,MET,CAN,2.796,2.941,3.101,2.074
2025-01-31,MOT,TAS,2.792,2.965,3.098,2.072
2025-01-31,NEL,NSN,2.734,2.878,3.065,2.042
2025-01-31,NPL,TKI,2.707,2.871,3.039,2.0
2025-01-31,NPR,HKB,2.721,2.856,3.037,2.023
2025-01-31,OAM,OTA,2.702,2.908,3.045,2.055
2025-01-31,OHK,MWT,2.8,2.96,3.119,2.122
2025-01-31,PAR,WGN,2.691,2.879,2.999,1.982
2025-01-31,PIC,MBH,2.801,2.97,3.083,2.088
2025-01-31,PMR,MWT,2.664,2.817,2.979,1.948
2025-01-31,PRA,WGN,2.667,2.843,2.987,1.966
2025-01-31,PUK,AUK,2.665,2.807,2.976,1.958
2025-01-31,QNS,OTA,2.834,2.992,3.149,2.131
2025-01-31,RAN,CAN,2.693,2.848,3.01,1.997
2025-01-31,REN,MBH,2.819,2.973,3.132,2.103
2025-01-31,RFT,WTC,2.942,3.047,3.223,2.214
2025-01-31,RIC,TAS,2.72,2.941,3.056,2.061
2025-01-31,ROT,BOP,2.726,2.904,3.077,2.056
2025-01-31,STK,NSN,2.75,2.894,3.063,2.057
2025-01-31,STR,TKI,2.808,2.943,3.095,2.092
2025-01-31,TAK,TAS,2.846,3.031,3.16,2.134
2025-01-31,TAN,STL,2.849,2.972,3.156,2.148
2025-01-31,TEA,WKO,2.704,2.848,3.001,2.018
2025-01-31,TGA,BOP,2.668,2.846,3.04,2.001
2025-01-31,THA,WKO,2.729,2.879,3.03,2.024
2025-01-31,TIM,CAN,2.747,2.875,3.041,2.005
2025-01-31,TMR,MWT,2.772,2.925,3.089,2.084
2025-01-31,TOK,WKO,2.735,2.88,3.044,2.026
2025-01-31,TOL,GIS,2.915,3.065,3.262,2.189
2025-01-31,TPO,WKO,2.765,2.913,3.059,2.091
2025-01-31,TPU,BOP,2.74,2.901,3.073,2.069
2025-01-31,UHT,WGN,2.656,2.857,2.988,1.976
2025-01-31,WAI,HKB,2.819,2.939,3.123,2.118
2025-01-31,WAN,OTA,2.784,2.949,3.12,2.127
2025-01-31,WHA,MWT,2.701,2.859,3.033,2.019
2025-01-31,WHE,AUK,2.791,2.948,3.109,2.098
2025-01-31,WHG,NTL,2.745,2.867,3.044,2.041
2025-01-31,WHK,BOP,2.722,2.911,3.104,2.068
2025-01-31,WLG,WGN,2.658,2.824,2.947,1.953
2025-01-31,WPT,WTC,2.897,3.031,3.223,2.19
2025-02-07,AKC,AUK,2.599,2.754,2.937,1.892
2025-02-07,ALE,OTA,2.743,2.897,3.049,2.054
2025-02-07,AMK,AUK,2.585,2.74,2.922,1.892
2025-02-07,ANS,AUK,2.615,2.748,2.945,1.907
2025-02-07,ASH,CAN,2.701,2.838,3.021,2.024
2025-02-07,BLE,MBH,2.761,2.901,3.081,2.026
2025-02-07,BLU,STL,2.764,2.916,3.096,2.079
2025-02-07,CAM,WKO,2.682,2.869,3.011,1.987
2025-02-07,CHC,CAN,2.661,2.796,2.983,1.958
2025-02-07,CRO,OTA,2.731,2.879,3.018,2.05
2025-02-07,DAR,NTL,2.805,2.953,3.126,2.114
2025-02-07,DUN,OTA,2.653,2.822,2.988,1.983
2025-02-07,FLD,MWT,2.685,2.844,3.01,2.043
2025-02-07,GBI,AUK,2.993,3.161,3.355,2.337
2025-02-07,GOR,STL,2.739,2.882,3.073,2.039
2025-02-07,GRY,WTC,2.798,2.962,3.136,2.142
2025-02-07,GSB,GIS,2.806,2.932,3.095,2.078
2025-02-07,HAM,WKO,2.647,2.817,2.972,1.945
2025-02-07,HAW,TKI,2.761,2.918,3.089,2.05
2025-02-07,HOK,WTC,2.846,2.988,3.173,2.162
2025-02-07,HST,HKB,2.73,2.871,3.035,1.991
2025-02-07,HVN,HKB,2.726,2.893,3.066,2.016
2025-02-07,INV,STL,2.686,2.844,3.026,2.008
2025-02-07,KAI,NTL,2.851,2.972,3.159,2.144
2025-02-07,KAI2,CAN,2.767,2.9,3.09,2.075
2025-02-07,KKE,NTL,2.805,2.941,3.13,2.131
2025-02-07,LHT,WGN,2.648,2.812,2.986,1.93
2025-02-07,LVN,MWT,2.68,2.857,3.001,2.023
2025-02-07,MAS,WGN,2.722,2.874,3.049,2.009
2025-02-07,MET,CAN,2.782,2.908,3.104,2.095
2025-02-07,MOT,TAS,2.761,2.939,3.107,2.119
2025-02-07,NEL,NSN,2.729,2.894,3.032,2.033
2025-02-07,NPL,TKI,2.683,2.834,3.012,1.988
2025-02-07,NPR,HKB,2.717,2.862,3.009,1.997
2025-02-07,OAM,OTA,2.725,2.876,3.034,2.03
2025-02-07,OHK,MWT,2.765,2.932,3.087,2.11
2025-02-07,PAR,WGN,2.686,2.847,2.993,1.96
2025-02-07,PIC,MBH,2.792,2.916,3.109,2.052
2025-02-07,PMR,MWT,2.617,2.808,2.949,1.955
2025-02-07,PRA,WGN,2.669,2.808,2.955,1.956
2025-02-07,PUK,AUK,2.618,2.793,2.974,1.96
2025-02-07,QNS,OTA,2.816,2.967,3.126,2.113
2025-02-07,RAN,CAN,2.686,2.845,3.018,2.003
2025-02-07,REN,MBH,2.803,2.945,3.115,2.072
2025-02-07,RFT,WTC,2.904,3.035,3.231,2.216
2025-02-07,RIC,TAS,2.732,2.893,3.054,2.08
2025-02-07,ROT,BOP,2.717,2.873,3.064,2.007
2025-02-07,STK,NSN,2.725,2.877,3.025,2.048
2025-02-07,STR,TKI,2.791,2.927,3.082,2.062
2025-02-07,TAK,TAS,2.806,2.992,3.167,2.203
2025-02-07,TAN,STL,2.826,2.958,3.135,2.124
2025-02-07,TEA,WKO,2.699,2.881,3.04,1.994
2025-02-07,TGA,BOP,2.665,2.813,2.981,1.95
2025-02-07,THA,WKO,2.688,2.877,3.048,2.007
2025-02-07,TIM,CAN,2.71,2.842,3.035,2.029
2025-02-07,TMR,MWT,2.74,2.911,3.061,2.08
2025-02-07,TOK,WKO,2.699,2.89,3.042,2.009
2025-02-07,TOL,GIS,2.911,3.058,3.214,2.206
2025-02-07,TPO,WKO,2.762,2.914,3.082,2.05
2025-02-07,TPU,BOP,2.727,2.89,3.045,2.032
2025-02-07,UHT,WGN,2.653,2.809,2.987,1.95
2025-02-07,WAI,HKB,2.799,2.952,3.114,2.1
